Clave de entidad federativa ,Descripción de entidad federativa ,Código Postal ,Clave de delegación/municipio ,Descripción de delegación/municipio ,Clave localidad ,Descripción de localidad ,Clave colonia ,Descripción de colonia 
8,Chihuahua ,31570,17,Cuauhtémoc ,9,Colonia ,627,Industrial 
8,Chihuahua ,31570,17,Cuauhtémoc ,21,Fraccionamiento ,3241,Del Empleado Municipal 
8,Chihuahua ,31570,17,Cuauhtémoc ,21,Fraccionamiento ,5740,Las Alamedas 
8,Chihuahua ,31570,17,Cuauhtémoc ,21,Fraccionamiento ,3233,PEMEX 
8,Chihuahua ,31572,17,Cuauhtémoc ,9,Colonia ,644,Lázaro Cárdenas 
8,Chihuahua ,31572,17,Cuauhtémoc ,9,Colonia ,666,Pascual Orozco 
8,Chihuahua ,31572,17,Cuauhtémoc ,9,Colonia ,3229,Revolución Mexicana 
8,Chihuahua ,31572,17,Cuauhtémoc ,21,Fraccionamiento ,613,El Roble 
8,Chihuahua ,31573,17,Cuauhtémoc ,9,Colonia ,5,Ciudadela 
8,Chihuahua ,31573,17,Cuauhtémoc ,21,Fraccionamiento ,45,Albaterra 
8,Chihuahua ,31578,17,Cuauhtémoc ,9,Colonia ,641,Las Cuchillas 
8,Chihuahua ,31579,17,Cuauhtémoc ,9,Colonia ,3217,Ampliación Lázaro Cárdenas 
8,Chihuahua ,31579,17,Cuauhtémoc ,9,Colonia ,133,Emiliano Zapata 
8,Chihuahua ,31579,17,Cuauhtémoc ,9,Colonia ,634,La Cima 
8,Chihuahua ,31579,17,Cuauhtémoc ,9,Colonia ,24,Presidentes 
8,Chihuahua ,31579,17,Cuauhtémoc ,9,Colonia ,132,Valle de Anáhuac (Sector los Alamitos) 
8,Chihuahua ,31579,17,Cuauhtémoc ,9,Colonia ,698,Venustiano Carranza 
8,Chihuahua ,31579,17,Cuauhtémoc ,21,Fraccionamiento ,3230,Emiliano Zapata I 
8,Chihuahua ,31579,17,Cuauhtémoc ,21,Fraccionamiento ,3231,Emiliano Zapata II 
8,Chihuahua ,31579,17,Cuauhtémoc ,21,Fraccionamiento ,59,Loretto 
8,Chihuahua ,31579,17,Cuauhtémoc ,21,Fraccionamiento ,3841,Pradera Dorada 
8,Chihuahua ,31579,17,Cuauhtémoc ,21,Fraccionamiento ,57,Reynaldo Trillo 
8,Chihuahua ,31579,17,Cuauhtémoc ,21,Fraccionamiento ,689,Sierra Azul 
8,Chihuahua ,31579,17,Cuauhtémoc ,21,Fraccionamiento ,3833,Valle de Los Manzanos 
8,Chihuahua ,31580,17,Cuauhtémoc ,9,Colonia ,134,Guadalupe Victoria 
8,Chihuahua ,31580,17,Cuauhtémoc ,21,Fraccionamiento ,92,Huerto Rojo 
8,Chihuahua ,31580,17,Cuauhtémoc ,21,Fraccionamiento ,649,Los Arenales 
8,Chihuahua ,31580,17,Cuauhtémoc ,21,Fraccionamiento ,70,Monte Real 
8,Chihuahua ,31580,17,Cuauhtémoc ,21,Fraccionamiento ,69,Montebello 
8,Chihuahua ,31583,17,Cuauhtémoc ,21,Fraccionamiento ,20,Valle Dorado 
8,Chihuahua ,31590,17,Cuauhtémoc ,9,Colonia ,5759,Ampliación República 
8,Chihuahua ,31590,17,Cuauhtémoc ,9,Colonia ,56,Granjas Familiares 
8,Chihuahua ,31590,17,Cuauhtémoc ,9,Colonia ,3224,Periodista 
8,Chihuahua ,31590,17,Cuauhtémoc ,9,Colonia ,135,Reforma 
8,Chihuahua ,31590,17,Cuauhtémoc ,9,Colonia ,136,República 
8,Chihuahua ,31590,17,Cuauhtémoc ,15,Ejido ,75,Granjas Familiares Cuauhtémoc 
8,Chihuahua ,31600,17,Cuauhtémoc ,2,Barrio ,3167,El Ojito 
8,Chihuahua ,31600,17,Cuauhtémoc ,2,Barrio ,51,San José 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,137,Anáhuac Centro 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3177,Bellavista 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3178,Dr. Belisario Domínguez 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3170,El Pedregal 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,140,El Pino 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3165,Francisco Villa 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3173,Habitación 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3172,Laguna Azul 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,646,Lindavista 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3171,Los Manzanos 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,3169,Parque Turístico 
8,Chihuahua ,31600,17,Cuauhtémoc ,9,Colonia ,142,Solidaridad 
8,Chihuahua ,31600,17,Cuauhtémoc ,21,Fraccionamiento ,3176,Progreso 
8,Chihuahua ,31600,17,Cuauhtémoc ,21,Fraccionamiento ,141,Sierra Blanca 
8,Chihuahua ,31604,17,Cuauhtémoc ,9,Colonia ,3,Campo 1 1/2 C 
8,Chihuahua ,31604,17,Cuauhtémoc ,9,Colonia ,144,Campo 2A 
8,Chihuahua ,31604,17,Cuauhtémoc ,9,Colonia ,145,Campo 2B 
8,Chihuahua ,31604,17,Cuauhtémoc ,15,Ejido ,147,Miguel Chiquito 
8,Chihuahua ,31604,17,Cuauhtémoc ,15,Ejido ,148,Napavechi 
8,Chihuahua ,31604,17,Cuauhtémoc ,15,Ejido ,149,6 de Enero 
8,Chihuahua ,31604,17,Cuauhtémoc ,29,Ranchería ,146,Campo 9 1/2 
8,Chihuahua ,31604,17,Cuauhtémoc ,29,Ranchería ,37,Casa Colorada 
8,Chihuahua ,31604,17,Cuauhtémoc ,29,Ranchería ,3168,San José 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,4127,Campo 1 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,5654,Campo 1 1/2 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,150,Campo 1B (Pampas) 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,5680,Campo 1C 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,4213,Campo 24 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,151,Campo 26 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,152,Campo 26.5 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,153,Campo 27 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,4130,Campo 27 . 5 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,5736,Campo 27 B 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,154,Campo 28 
8,Chihuahua ,31605,17,Cuauhtémoc ,9,Colonia ,5786,Campo 34 
8,Chihuahua ,31605,17,Cuauhtémoc ,15,Ejido ,4141,Barraganes 
8,Chihuahua ,31605,17,Cuauhtémoc ,15,Ejido ,155,Ciénega de Castillo (Ciénega Tres Castillos) 
8,Chihuahua ,31605,17,Cuauhtémoc ,15,Ejido ,156,Táscate del Águila 
8,Chihuahua ,31605,17,Cuauhtémoc ,29,Ranchería ,211,Guadalupe Victoria (Santa Lucía) 
8,Chihuahua ,31606,17,Cuauhtémoc ,9,Colonia ,160,Loma Pelona 
8,Chihuahua ,31606,17,Cuauhtémoc ,15,Ejido ,157,Bustillos 
8,Chihuahua ,31606,17,Cuauhtémoc ,15,Ejido ,159,Favela 
8,Chihuahua ,31606,17,Cuauhtémoc ,15,Ejido ,161,General Rodrigo M. Quevedo (Baldón) 
8,Chihuahua ,31606,17,Cuauhtémoc ,15,Ejido ,162,Tres Lagunas 
8,Chihuahua ,31606,17,Cuauhtémoc ,15,Ejido ,163,Zamaloapan (Pénjamo) 
8,Chihuahua ,31606,17,Cuauhtémoc ,28,Pueblo ,158,El Apache 
8,Chihuahua ,31606,17,Cuauhtémoc ,29,Ranchería ,5656,Centro Calles (San Isidro) 
8,Chihuahua ,31606,17,Cuauhtémoc ,29,Ranchería ,87,El Refugio (La Avispa) 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,4120,Campo Número Veinticinco y Medio 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,5723,Campo 1D 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,1,Campo 15 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,168,Campo 18 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,2,Campo 18B 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,169,Campo 19 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,170,Campo 20 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,5695,Campo 205 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,171,Campo 21 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,172,Campo 22 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,38,Campo 22 1/2 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,173,Campo 23 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,5713,Campo 25 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,164,Campo 3A 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,165,Campo 3B 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,166,Campo 4 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,4183,Campo 4 1/2 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,64,Campo 4B 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,5693,Campo 5 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,4175,Campo 6 1/2 B 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,167,Campo 6B 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,81,Harms 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,82,Riegos 
8,Chihuahua ,31607,17,Cuauhtémoc ,9,Colonia ,77,Wiebe 
8,Chihuahua ,31607,17,Cuauhtémoc ,17,Equipamiento ,48,Kilómetro 11 Corredor Comercial Manitoba 
8,Chihuahua ,31607,17,Cuauhtémoc ,17,Equipamiento ,47,Kilómetro 18 Corredor Comercial Manitoba 
8,Chihuahua ,31607,17,Cuauhtémoc ,17,Equipamiento ,50,Kilómetro 8 Corredor Comercial Manitoba 
8,Chihuahua ,31607,17,Cuauhtémoc ,17,Equipamiento ,49,Kilómetro 9 Corredor Comercial Manitoba 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,74,Bielefeld 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,35,Blumenau 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,44,Golden County 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,78,Harms 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,42,Kilómetro 11 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,79,Los Arcos 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,80,Los Arcos II 
8,Chihuahua ,31607,17,Cuauhtémoc ,21,Fraccionamiento ,76,Los Cedros 
8,Chihuahua ,31607,17,Cuauhtémoc ,33,Zona comercial ,83,Kilómetro 16 Corredor Comercial Manitoba 
8,Chihuahua ,31607,17,Cuauhtémoc ,33,Zona comercial ,84,Kilómetro 17 Corredor Comercial Manitoba 
8,Chihuahua ,31607,17,Cuauhtémoc ,33,Zona comercial ,71,Kilómetro 7 Corredor Comercial Manitoba 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,4169,Campo 15 1/2 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,5712,Campo 16 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,178,Campo 17 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,175,Campo 6 1/2 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,62,Campo 6 1/2 A 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,33,Campo 6 1/2 C 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,41,Campo 6 1/2 D 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,174,Campo 6A 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,176,Campo 7A 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,177,Campo 7B 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,4214,Campo 7C 
8,Chihuahua ,31608,17,Cuauhtémoc ,9,Colonia ,4170,Campo 7D 
8,Chihuahua ,31608,17,Cuauhtémoc ,29,Ranchería ,86,Campo 16 1/2 
8,Chihuahua ,31608,17,Cuauhtémoc ,29,Ranchería ,85,Campo 18 1/2 
8,Chihuahua ,31608,17,Cuauhtémoc ,33,Zona comercial ,88,Kilómetro 22 Corredor Comercial Manitoba 
8,Chihuahua ,31609,17,Cuauhtémoc ,15,Ejido ,180,El Llorón 
8,Chihuahua ,31609,17,Cuauhtémoc ,15,Ejido ,182,Morelos 
8,Chihuahua ,31609,17,Cuauhtémoc ,15,Ejido ,183,Vista Hermosa (El Sapo) 
8,Chihuahua ,31609,17,Cuauhtémoc ,28,Pueblo ,181,La Selva 
8,Chihuahua ,31609,17,Cuauhtémoc ,29,Ranchería ,179,Cuitláhuac de Arriba (La Cruz) 
8,Chihuahua ,31610,17,Cuauhtémoc ,2,Barrio ,25,Xochimilco 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,4124,Campo Número Ciento Dieciocho 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,188,Campo Número Ciento Quince 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,4129,Campo Número Ciento Seis 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,187,Campo Número Ciento Siete 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,186,Campo 101 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,5785,Campo 109 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,32,Margarita Maza de Juárez (Las Margaritas) 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,184,Obregón (Rubio) 
8,Chihuahua ,31610,17,Cuauhtémoc ,9,Colonia ,46,Vianna 
8,Chihuahua ,31610,17,Cuauhtémoc ,15,Ejido ,185,Arroyo del Agua 
8,Chihuahua ,31610,17,Cuauhtémoc ,15,Ejido ,189,La Quemada 
8,Chihuahua ,31610,17,Cuauhtémoc ,28,Pueblo ,14,Granjas el Venado 
8,Chihuahua ,31611,17,Cuauhtémoc ,9,Colonia ,31,Campo 255 
8,Chihuahua ,31611,17,Cuauhtémoc ,9,Colonia ,34,La Unión Campesina 
8,Chihuahua ,31611,17,Cuauhtémoc ,15,Ejido ,190,Lázaro Cárdenas 
8,Chihuahua ,31612,17,Cuauhtémoc ,9,Colonia ,191,Chupaderos 
8,Chihuahua ,31612,17,Cuauhtémoc ,9,Colonia ,192,Maurilio Ortíz 
8,Chihuahua ,31612,17,Cuauhtémoc ,9,Colonia ,193,Nuevo Horizonte 
8,Chihuahua ,31612,17,Cuauhtémoc ,9,Colonia ,194,Reforma 
8,Chihuahua ,31612,17,Cuauhtémoc ,29,Ranchería ,91,Campo 36 (La Selva) 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,195,Campo 10 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,39,Campo 10 1/2 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,5888,Campo 100 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,197,Campo 102 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,4,Campo 102 1/2 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,198,Campo 103 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,196,Campo 11 
8,Chihuahua ,31613,17,Cuauhtémoc ,9,Colonia ,36,Campo 11 1/2 
8,Chihuahua ,31613,17,Cuauhtémoc ,33,Zona comercial ,89,Kilómetro 34 Corredor Comercial Manitoba 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4171,Campo Número Ciento Diecisiete 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4121,Campo 12A 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,200,Campo 12B 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4125,Campo 13 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4126,Campo 13 . 5 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,63,Campo 13A 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4119,Campo 14A 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,5711,Campo 14B 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4122,Campo 7 1/2 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4144,Campo 8 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4128,Campo 8 1/2 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,72,Campo 8A 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,4123,Campo 8B 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,65,Campo 8C 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,199,Campo 9 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,43,Kilómetro 29 Corredor Comercial Manitoba 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,40,Kilómetro 30 Corredor Comercial Manitoba 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,201,Nicolás Bravo (El Muerto) 
8,Chihuahua ,31614,17,Cuauhtémoc ,9,Colonia ,90,Santa Fe 
8,Chihuahua ,31614,17,Cuauhtémoc ,15,Ejido ,202,Nuevo Zaragoza (Los Adobes) 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,4168,Campo 104 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,203,Campo 105 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,204,Campo 108 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,205,Campo 110 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,5655,Campo 112 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,207,Campo 113 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,4118,Campo 114 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,4182,Campo 116 
8,Chihuahua ,31615,17,Cuauhtémoc ,9,Colonia ,4174,Campo 15.5 
8,Chihuahua ,31615,17,Cuauhtémoc ,15,Ejido ,206,Campo 111 
8,Chihuahua ,31615,17,Cuauhtémoc ,15,Ejido ,208,El Rayo 
8,Chihuahua ,31615,17,Cuauhtémoc ,15,Ejido ,209,Progreso (San Ignacio) 
8,Chihuahua ,31617,17,Cuauhtémoc ,9,Colonia ,4211,Campo 64-A 
8,Chihuahua ,31617,17,Cuauhtémoc ,9,Colonia ,4201,Campo 78 
8,Chihuahua ,31620,19,Chihuahua ,9,Colonia ,212,El Charco 
8,Chihuahua ,31620,19,Chihuahua ,9,Colonia ,213,San Antonio 
8,Chihuahua ,31620,19,Chihuahua ,9,Colonia ,215,Soto 
8,Chihuahua ,31620,19,Chihuahua ,15,Ejido ,98,Rancho de Soto 
8,Chihuahua ,31620,19,Chihuahua ,29,Ranchería ,214,La Casita 
8,Chihuahua ,31622,19,Chihuahua ,15,Ejido ,219,La Concordia 
8,Chihuahua ,31622,19,Chihuahua ,29,Ranchería ,217,Enmedio (Estación Müller) 
8,Chihuahua ,31622,19,Chihuahua ,29,Ranchería ,218,Horcasitas 
8,Chihuahua ,31623,19,Chihuahua ,9,Colonia ,221,El Trillo 
8,Chihuahua ,31623,19,Chihuahua ,15,Ejido ,222,Guadalupe 
8,Chihuahua ,31623,19,Chihuahua ,29,Ranchería ,220,Los Aguilares 
8,Chihuahua ,31623,19,Chihuahua ,29,Ranchería ,223,Meza 
8,Chihuahua ,31623,19,Chihuahua ,48,Rancho ,81,El Alamillo 
8,Chihuahua ,31624,19,Chihuahua ,15,Ejido ,226,La Molina 
8,Chihuahua ,31624,19,Chihuahua ,29,Ranchería ,225,La Cieneguita 
8,Chihuahua ,31624,19,Chihuahua ,29,Ranchería ,80,Palo Blanco 
8,Chihuahua ,31625,19,Chihuahua ,15,Ejido ,92,El Fresno 
8,Chihuahua ,31625,19,Chihuahua ,15,Ejido ,227,El Vallecillo 
8,Chihuahua ,31625,19,Chihuahua ,15,Ejido ,228,La Haciendita 
8,Chihuahua ,31625,19,Chihuahua ,15,Ejido ,229,La Noria (San Isidro) 
8,Chihuahua ,31625,19,Chihuahua ,29,Ranchería ,84,La Cuadrilla 
8,Chihuahua ,31625,19,Chihuahua ,29,Ranchería ,83,La Virgen (Rancho de Mendoza) 
8,Chihuahua ,31626,19,Chihuahua ,9,Colonia ,112,El Olivo de Abajo 
8,Chihuahua ,31626,19,Chihuahua ,15,Ejido ,6,Estación Terrazas y Minas del Cobre 
8,Chihuahua ,31626,19,Chihuahua ,29,Ranchería ,224,Loma Bonita 
8,Chihuahua ,31627,19,Chihuahua ,9,Colonia ,147,Batalla de Sacramento 
8,Chihuahua ,31627,19,Chihuahua ,9,Colonia ,145,Granjas Familiares Sacramento 
8,Chihuahua ,31627,19,Chihuahua ,9,Colonia ,146,Granjas Sacramento 
8,Chihuahua ,31627,19,Chihuahua ,9,Colonia ,235,Ocampo (Hacienda el Torreón) 
8,Chihuahua ,31627,19,Chihuahua ,9,Colonia ,232,Sacramento 
8,Chihuahua ,31627,19,Chihuahua ,15,Ejido ,231,El Jardín 
8,Chihuahua ,31627,19,Chihuahua ,15,Ejido ,233,Francisco I. Madero (San Isidro Calabacillas) 
8,Chihuahua ,31627,19,Chihuahua ,15,Ejido ,234,La Soledad y Anexas (La Soledad Majalca) 
8,Chihuahua ,31627,19,Chihuahua ,15,Ejido ,79,Nuevo Sacramento 
8,Chihuahua ,31627,19,Chihuahua ,29,Ranchería ,138,Granjas el Paraíso 
8,Chihuahua ,31628,19,Chihuahua ,9,Colonia ,237,Cuauhtémoc (Punta de Agua) 
8,Chihuahua ,31628,19,Chihuahua ,9,Colonia ,238,Hidalgo 
8,Chihuahua ,31628,19,Chihuahua ,9,Colonia ,240,San Isidro (Los Hoyos) 
8,Chihuahua ,31628,19,Chihuahua ,15,Ejido ,236,Bella Vista 
8,Chihuahua ,31628,19,Chihuahua ,15,Ejido ,82,Cuauhtémoc (Punta de Agua) 
8,Chihuahua ,31628,19,Chihuahua ,15,Ejido ,239,Nuevo Majalca 
8,Chihuahua ,31630,19,Chihuahua ,9,Colonia ,78,Nuevo Delicias 
8,Chihuahua ,31630,19,Chihuahua ,15,Ejido ,241,Nuevo Delicias y Anexas (Tierras Nuevas) 
8,Chihuahua ,31630,19,Chihuahua ,28,Pueblo ,3968,El Sauz 
8,Chihuahua ,31630,19,Chihuahua ,48,Rancho ,2250,San Pedro 
8,Chihuahua ,31631,19,Chihuahua ,29,Ranchería ,242,La Esperanza 
8,Chihuahua ,31632,19,Chihuahua ,15,Ejido ,243,Ojo Laguna 
8,Chihuahua ,31633,19,Chihuahua ,15,Ejido ,244,El Faro 
8,Chihuahua ,31633,19,Chihuahua ,15,Ejido ,246,Los Sauces 
8,Chihuahua ,31633,19,Chihuahua ,29,Ranchería ,245,Las Varas 
8,Chihuahua ,31640,54,Riva Palacio ,28,Pueblo ,247,San Andrés 
8,Chihuahua ,31642,54,Riva Palacio ,9,Colonia ,254,Campo Menonita 63 
8,Chihuahua ,31642,54,Riva Palacio ,9,Colonia ,256,Campo Menonita 64-4 
8,Chihuahua ,31643,54,Riva Palacio ,2,Barrio ,269,Félix de Arriba 
8,Chihuahua ,31643,54,Riva Palacio ,15,Ejido ,273,La Noria de Aldana 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7347,Agua Zarca 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7348,Aldana de Abajo 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7349,Aldana de Arriba 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7350,Beltranes 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7352,Cañada de Pinos 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7351,Cañón de San Miguel (Cañón del Diablo) 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7389,Centro Edelfo Livant El Saucillo 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7373,Chavarría 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7376,Cueva de Tierra 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7377,El Alamillo 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7384,El Encino 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7387,El Ranchito 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7388,El Rancho 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7391,El Terrero 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7395,Guadalupe 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7396,Jesús María de Loya (Ranchito de Loya) 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7400,La Estacada 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7401,La Luneta 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7403,La Mesa 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7408,Las Tinajitas 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7411,Los Aviones 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7414,Los Hornitos 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7417,Los Pérez 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7416,Los Poños 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7420,Lucas 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7422,Marcial 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7423,Nana Rosa 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7429,Rancho Chuma 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7432,Rancho Nuevo 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,272,Sandoval 
8,Chihuahua ,31643,54,Riva Palacio ,29,Ranchería ,7441,Zubía 
8,Chihuahua ,31644,54,Riva Palacio ,29,Ranchería ,7372,Cerro Colorado 
8,Chihuahua ,31644,54,Riva Palacio ,29,Ranchería ,7379,El Arquito 
8,Chihuahua ,31644,54,Riva Palacio ,29,Ranchería ,7380,El Capulín 
8,Chihuahua ,31644,54,Riva Palacio ,29,Ranchería ,7382,El Carrizalillo 
