Clave de entidad federativa ,Descripción de entidad federativa ,Código Postal ,Clave de delegación/municipio ,Descripción de delegación/municipio ,Clave localidad ,Descripción de localidad ,Clave colonia ,Descripción de colonia 
1,Aguascalientes ,20000,1,Aguascalientes ,9,Colonia ,1,Aguascalientes Centro 
1,Aguascalientes ,20008,1,Aguascalientes ,22,Gran usuario ,3,Delegación de La Secretaria de Comercio y Fomento Industrial 
1,Aguascalientes ,20009,1,Aguascalientes ,22,Gran usuario ,4,Palacio de Gobierno del Estado de Aguascalientes 
1,Aguascalientes ,20010,1,Aguascalientes ,9,Colonia ,6,Olivares Santana 
1,Aguascalientes ,20010,1,Aguascalientes ,21,Fraccionamiento ,5,Colinas del Rio 
1,Aguascalientes ,20010,1,Aguascalientes ,21,Fraccionamiento ,7,Las Brisas 
1,Aguascalientes ,20010,1,Aguascalientes ,21,Fraccionamiento ,8,Ramon Romo Franco 
1,Aguascalientes ,20010,1,Aguascalientes ,21,Fraccionamiento ,9,San Cayetano 
1,Aguascalientes ,20016,1,Aguascalientes ,21,Fraccionamiento ,10,Colinas de San Ignacio 
1,Aguascalientes ,20016,1,Aguascalientes ,21,Fraccionamiento ,12,Fundición II 
1,Aguascalientes ,20016,1,Aguascalientes ,21,Fraccionamiento ,11,La Fundición 
1,Aguascalientes ,20016,1,Aguascalientes ,21,Fraccionamiento ,13,Los Sauces 
1,Aguascalientes ,20018,1,Aguascalientes ,9,Colonia ,14,Línea de Fuego 
1,Aguascalientes ,20020,1,Aguascalientes ,9,Colonia ,16,Buenos Aires 
1,Aguascalientes ,20020,1,Aguascalientes ,21,Fraccionamiento ,18,Circunvalación Norte 
1,Aguascalientes ,20020,1,Aguascalientes ,21,Fraccionamiento ,19,Las Arboledas 
1,Aguascalientes ,20020,1,Aguascalientes ,21,Fraccionamiento ,20,Villas de San Francisco 
1,Aguascalientes ,20029,1,Aguascalientes ,21,Fraccionamiento ,21,Villas de La Universidad 
1,Aguascalientes ,20030,1,Aguascalientes ,9,Colonia ,23,Gremial 
1,Aguascalientes ,20030,1,Aguascalientes ,9,Colonia ,24,Industrial 
1,Aguascalientes ,20030,1,Aguascalientes ,21,Fraccionamiento ,22,El Sol 
1,Aguascalientes ,20040,1,Aguascalientes ,9,Colonia ,26,Altavista 
1,Aguascalientes ,20040,1,Aguascalientes ,9,Colonia ,27,Curtidores 
1,Aguascalientes ,20040,1,Aguascalientes ,9,Colonia ,30,Miravalle 
1,Aguascalientes ,20040,1,Aguascalientes ,21,Fraccionamiento ,29,La Concordia 
1,Aguascalientes ,20040,1,Aguascalientes ,21,Fraccionamiento ,31,Panorama 
1,Aguascalientes ,20040,1,Aguascalientes ,21,Fraccionamiento ,367,Residencial Guadalupe 
1,Aguascalientes ,20049,1,Aguascalientes ,21,Fraccionamiento ,36,Colinas del Poniente 
1,Aguascalientes ,20050,1,Aguascalientes ,9,Colonia ,38,Del Carmen 
1,Aguascalientes ,20050,1,Aguascalientes ,9,Colonia ,39,La Fe 
1,Aguascalientes ,20050,1,Aguascalientes ,9,Colonia ,40,México 
1,Aguascalientes ,20050,1,Aguascalientes ,9,Colonia ,41,Primavera 
1,Aguascalientes ,20050,1,Aguascalientes ,9,Colonia ,42,San Pablo 
1,Aguascalientes ,20050,1,Aguascalientes ,10,Condominio ,37,Bugambilias 
1,Aguascalientes ,20059,1,Aguascalientes ,9,Colonia ,43,Guadalupe 
1,Aguascalientes ,20059,1,Aguascalientes ,9,Colonia ,44,Heliodoro Garcia 
1,Aguascalientes ,20060,1,Aguascalientes ,21,Fraccionamiento ,45,Gómez 
1,Aguascalientes ,20060,1,Aguascalientes ,21,Fraccionamiento ,46,Moderno 
1,Aguascalientes ,20064,1,Aguascalientes ,21,Fraccionamiento ,48,Valle del Rio San Pedro 
1,Aguascalientes ,20070,1,Aguascalientes ,2,Barrio ,51,San Marcos 
1,Aguascalientes ,20070,1,Aguascalientes ,9,Colonia ,50,San Marcos 
1,Aguascalientes ,20070,1,Aguascalientes ,31,Unidad habitacional ,49,Guadalupe Posada 
1,Aguascalientes ,20078,1,Aguascalientes ,21,Fraccionamiento ,52,San Marcos 
1,Aguascalientes ,20080,1,Aguascalientes ,21,Fraccionamiento ,54,Modelo 
1,Aguascalientes ,20080,1,Aguascalientes ,21,Fraccionamiento ,55,Residencial del Valle I 
1,Aguascalientes ,20089,1,Aguascalientes ,21,Fraccionamiento ,53,Residencial del Valle II 
1,Aguascalientes ,20100,1,Aguascalientes ,9,Colonia ,59,Campestre 
1,Aguascalientes ,20100,1,Aguascalientes ,9,Colonia ,60,Campestre 2a. Sección 
1,Aguascalientes ,20100,1,Aguascalientes ,10,Condominio ,61,Jardines del Campestre 
1,Aguascalientes ,20100,1,Aguascalientes ,10,Condominio ,1284,Rancho San Antonio 
1,Aguascalientes ,20100,1,Aguascalientes ,17,Equipamiento ,426,Ciudad Universitaria 
1,Aguascalientes ,20100,1,Aguascalientes ,21,Fraccionamiento ,58,Club Campestre 
1,Aguascalientes ,20100,1,Aguascalientes ,21,Fraccionamiento ,57,La Herradura 
1,Aguascalientes ,20100,1,Aguascalientes ,21,Fraccionamiento ,62,Los Vergeles 
1,Aguascalientes ,20110,1,Aguascalientes ,9,Colonia ,64,Talamantes Ponce 
1,Aguascalientes ,20110,1,Aguascalientes ,10,Condominio ,66,Puerto las Hadas 
1,Aguascalientes ,20110,1,Aguascalientes ,21,Fraccionamiento ,65,Granjas del Campestre 
1,Aguascalientes ,20110,1,Aguascalientes ,21,Fraccionamiento ,1408,La Enramada 
1,Aguascalientes ,20110,1,Aguascalientes ,21,Fraccionamiento ,1058,Las Cavas 
1,Aguascalientes ,20110,1,Aguascalientes ,21,Fraccionamiento ,67,Valle del Campestre 
1,Aguascalientes ,20110,1,Aguascalientes ,21,Fraccionamiento ,68,Villas de Montenegro 
1,Aguascalientes ,20115,1,Aguascalientes ,10,Condominio ,1075,La Paloma 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,1370,Barrio de Santiago 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,347,San Telmo 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,69,Trojes de Oriente 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,70,Trojes de Oriente 2a Sección 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,72,Valle de las Trojes 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,1409,Valle de Santa Teresa 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,1383,Villa de las Trojes 
1,Aguascalientes ,20115,1,Aguascalientes ,21,Fraccionamiento ,73,Villas de San Nicolás 
1,Aguascalientes ,20116,1,Aguascalientes ,9,Colonia ,75,Trojes de Alonso 
1,Aguascalientes ,20116,1,Aguascalientes ,10,Condominio ,1380,Santa Fe 
1,Aguascalientes ,20116,1,Aguascalientes ,21,Fraccionamiento ,74,La Troje 
1,Aguascalientes ,20116,1,Aguascalientes ,21,Fraccionamiento ,348,San Telmo Residencial 
1,Aguascalientes ,20117,1,Aguascalientes ,21,Fraccionamiento ,76,Aguascalientes 2000 
1,Aguascalientes ,20118,1,Aguascalientes ,10,Condominio ,433,Andora Residencial 
1,Aguascalientes ,20118,1,Aguascalientes ,10,Condominio ,434,Cadaqués Residencial 
1,Aguascalientes ,20118,1,Aguascalientes ,10,Condominio ,1140,Cerrada El Molino 
1,Aguascalientes ,20118,1,Aguascalientes ,10,Condominio ,77,Las Trojes 
1,Aguascalientes ,20118,1,Aguascalientes ,10,Condominio ,1133,Los Jarales 
1,Aguascalientes ,20118,1,Aguascalientes ,10,Condominio ,1283,Terzetto 
1,Aguascalientes ,20118,1,Aguascalientes ,10,Condominio ,80,Trojes del Sol 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,1402,Cerrada de la Mezquitera 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,1354,Cerrada de La Misión 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,1371,Cerrada del Valle 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,1132,Las Misiones 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,1011,Los Calicantos 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,206,Misión de Santiago 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,78,Misión del Campanario 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,195,Residencial Santa Clara 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,79,Trojes de Cristal 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,986,Valle del Campanario 
1,Aguascalientes ,20118,1,Aguascalientes ,21,Fraccionamiento ,1282,Valle Real 
1,Aguascalientes ,20119,1,Aguascalientes ,21,Fraccionamiento ,81,Lomas del Campestre 2a Sección 
1,Aguascalientes ,20119,1,Aguascalientes ,21,Fraccionamiento ,82,Villas del Campestre 
1,Aguascalientes ,20120,1,Aguascalientes ,10,Condominio ,86,Rinconada los Bosques 
1,Aguascalientes ,20120,1,Aguascalientes ,21,Fraccionamiento ,83,Jardines de la Concepción 
1,Aguascalientes ,20120,1,Aguascalientes ,21,Fraccionamiento ,84,Jardines de La Concepción 2a Sección 
1,Aguascalientes ,20120,1,Aguascalientes ,21,Fraccionamiento ,85,Los Bosques 
1,Aguascalientes ,20123,1,Aguascalientes ,10,Condominio ,392,La Perla Norte 
1,Aguascalientes ,20123,1,Aguascalientes ,21,Fraccionamiento ,1029,Arroyo El Molino 
1,Aguascalientes ,20124,1,Aguascalientes ,21,Fraccionamiento ,1373,Residencial Altaria 
1,Aguascalientes ,20124,1,Aguascalientes ,33,Zona comercial ,1173,Galerías 
1,Aguascalientes ,20126,1,Aguascalientes ,10,Condominio ,1091,Las Plazas 
1,Aguascalientes ,20126,1,Aguascalientes ,10,Condominio ,451,Nápoli 
1,Aguascalientes ,20126,1,Aguascalientes ,10,Condominio ,1167,Privada Guadalupe 
1,Aguascalientes ,20126,1,Aguascalientes ,10,Condominio ,1166,Villa Notre Dame 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,375,Capittala 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1008,Cartagena 1947 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,90,Constitución 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1391,El Puertecito 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1124,El Rosedal 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1386,Jardines de Montebello 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,91,Libertad 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1045,Lomas de La Asunción 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,353,Los Ángeles 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,975,Los Naranjos 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1135,Montebello Della Stanza 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1126,Natura 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,92,Pozo Bravo Norte 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1291,Pozo Bravo Sur 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,376,Recinto de la Macarena 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1394,Rinconada del Puertecito 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1186,Rinconada Pozo Bravo 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1057,San José de Pozo Bravo 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,94,Soberana Convención Revolucionaria 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1055,Villa de Nuestra Señora de La Asunción Sector Alameda 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1046,Villa de Nuestra Señora de La Asunción Sector Encino 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1080,Villa de Nuestra Señora de La Asunción Sector Estación 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,979,Villa de Nuestra Señora de La Asunción Sector Guadalupe 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1079,Villa de Nuestra Señora de La Asunción Sector San Marcos 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1384,Villa Loma Dorada 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,238,Villa Montaña 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,981,Villa Teresa 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,345,Villas de Don Antonio 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1043,Villas de La Convención 
1,Aguascalientes ,20126,1,Aguascalientes ,21,Fraccionamiento ,1390,Villas del Río 
1,Aguascalientes ,20126,1,Aguascalientes ,48,Rancho ,487,La Soledad 
1,Aguascalientes ,20126,1,Aguascalientes ,0,,482,Bonafortuna 
1,Aguascalientes ,20127,1,Aguascalientes ,21,Fraccionamiento ,95,Bosques del Prado Norte 
1,Aguascalientes ,20128,1,Aguascalientes ,48,Rancho ,371,Sartenejo 
1,Aguascalientes ,20129,1,Aguascalientes ,21,Fraccionamiento ,97,Lomas del Campestre 1a Sección 
1,Aguascalientes ,20130,1,Aguascalientes ,9,Colonia ,101,Fátima 
1,Aguascalientes ,20130,1,Aguascalientes ,9,Colonia ,106,Primo Verdad 
1,Aguascalientes ,20130,1,Aguascalientes ,9,Colonia ,107,San José del Arenal 
1,Aguascalientes ,20130,1,Aguascalientes ,9,Colonia ,108,Unidad Ganadera 
1,Aguascalientes ,20130,1,Aguascalientes ,10,Condominio ,1062,Puerta Navarra 
1,Aguascalientes ,20130,1,Aguascalientes ,10,Condominio ,1121,Residencial Campestre Club de Golf 
1,Aguascalientes ,20130,1,Aguascalientes ,10,Condominio ,1122,Residencial Campestre Club de Golf Sur 
1,Aguascalientes ,20130,1,Aguascalientes ,10,Condominio ,381,San Xavier 
1,Aguascalientes ,20130,1,Aguascalientes ,21,Fraccionamiento ,98,Bosques del Prado Sur 
1,Aguascalientes ,20130,1,Aguascalientes ,21,Fraccionamiento ,99,El Roble 
1,Aguascalientes ,20130,1,Aguascalientes ,21,Fraccionamiento ,102,Independencia de México 
1,Aguascalientes ,20130,1,Aguascalientes ,21,Fraccionamiento ,1378,Muralia 
1,Aguascalientes ,20130,1,Aguascalientes ,21,Fraccionamiento ,105,Nueva Rinconada 
1,Aguascalientes ,20130,1,Aguascalientes ,21,Fraccionamiento ,1377,Palma Real 
1,Aguascalientes ,20130,1,Aguascalientes ,21,Fraccionamiento ,382,Residencial del Real 
1,Aguascalientes ,20135,1,Aguascalientes ,33,Zona comercial ,109,Agropecuario 
1,Aguascalientes ,20135,1,Aguascalientes ,33,Zona comercial ,1064,Centro Distribuidor de Básicos 
1,Aguascalientes ,20136,1,Aguascalientes ,21,Fraccionamiento ,110,La Rinconada 
1,Aguascalientes ,20137,1,Aguascalientes ,21,Fraccionamiento ,111,El Plateado 
1,Aguascalientes ,20138,1,Aguascalientes ,10,Condominio ,112,Residencial Pulgas Pandas Norte 
1,Aguascalientes ,20138,1,Aguascalientes ,10,Condominio ,113,Residencial Pulgas Pandas Sur 
1,Aguascalientes ,20138,1,Aguascalientes ,10,Condominio ,114,Villas del Vergel 
1,Aguascalientes ,20138,1,Aguascalientes ,21,Fraccionamiento ,1372,Cerrada San Miguel 
1,Aguascalientes ,20140,1,Aguascalientes ,9,Colonia ,117,Morelos 
1,Aguascalientes ,20140,1,Aguascalientes ,10,Condominio ,1369,Andrea 
1,Aguascalientes ,20140,1,Aguascalientes ,21,Fraccionamiento ,116,Las Hadas 
1,Aguascalientes ,20146,1,Aguascalientes ,21,Fraccionamiento ,119,Los Arcos 
1,Aguascalientes ,20149,1,Aguascalientes ,21,Fraccionamiento ,120,Industrial 
1,Aguascalientes ,20150,1,Aguascalientes ,9,Colonia ,121,Buenavista 
1,Aguascalientes ,20150,1,Aguascalientes ,9,Colonia ,1012,Lomas del Cobano 
1,Aguascalientes ,20150,1,Aguascalientes ,9,Colonia ,124,Macias Arellano 
1,Aguascalientes ,20150,1,Aguascalientes ,10,Condominio ,435,Nueva Andalucia Coto Residencial 
1,Aguascalientes ,20150,1,Aguascalientes ,10,Condominio ,423,Trento 
1,Aguascalientes ,20150,1,Aguascalientes ,10,Condominio ,440,Váltica 
1,Aguascalientes ,20150,1,Aguascalientes ,21,Fraccionamiento ,122,C.T.M. 
1,Aguascalientes ,20150,1,Aguascalientes ,21,Fraccionamiento ,123,La Estrella 
1,Aguascalientes ,20157,1,Aguascalientes ,9,Colonia ,125,La Higuerilla 
1,Aguascalientes ,20157,1,Aguascalientes ,21,Fraccionamiento ,126,Parras 
1,Aguascalientes ,20158,1,Aguascalientes ,21,Fraccionamiento ,127,El Cobano 
1,Aguascalientes ,20158,1,Aguascalientes ,21,Fraccionamiento ,128,Hacienda el Cobano 
1,Aguascalientes ,20158,1,Aguascalientes ,21,Fraccionamiento ,129,Trojes del Cobano 
1,Aguascalientes ,20158,1,Aguascalientes ,21,Fraccionamiento ,1342,Villas del Cobano 
1,Aguascalientes ,20159,1,Aguascalientes ,21,Fraccionamiento ,130,Alianza Ferrocarrilera 
1,Aguascalientes ,20159,1,Aguascalientes ,21,Fraccionamiento ,1335,Bosques del Prado Oriente 
1,Aguascalientes ,20160,1,Aguascalientes ,9,Colonia ,132,Francisco Guel Jimenez 
1,Aguascalientes ,20160,1,Aguascalientes ,31,Unidad habitacional ,133,Las Viñas INFONAVIT 
1,Aguascalientes ,20164,1,Aguascalientes ,9,Colonia ,1018,Santa Anita 4a Sección 
1,Aguascalientes ,20169,1,Aguascalientes ,21,Fraccionamiento ,135,Santa Anita 
1,Aguascalientes ,20169,1,Aguascalientes ,21,Fraccionamiento ,136,Santa Anita 2a Sección 
1,Aguascalientes ,20170,1,Aguascalientes ,9,Colonia ,144,Zona Militar 
1,Aguascalientes ,20170,1,Aguascalientes ,10,Condominio ,139,Las Cumbres 
1,Aguascalientes ,20170,1,Aguascalientes ,21,Fraccionamiento ,138,El Maguey 
1,Aguascalientes ,20170,1,Aguascalientes ,21,Fraccionamiento ,141,Nazario Ortiz Garza 
1,Aguascalientes ,20170,1,Aguascalientes ,21,Fraccionamiento ,142,Rodolfo Landeros Gallegos 
1,Aguascalientes ,20170,1,Aguascalientes ,21,Fraccionamiento ,143,S.T.E.M.A. 
1,Aguascalientes ,20170,1,Aguascalientes ,21,Fraccionamiento ,1020,Villa Bonita 
1,Aguascalientes ,20170,1,Aguascalientes ,31,Unidad habitacional ,140,Lic Benito Juárez 
1,Aguascalientes ,20172,1,Aguascalientes ,9,Colonia ,1420,Cumbres III 
1,Aguascalientes ,20172,1,Aguascalientes ,21,Fraccionamiento ,152,Anexo Benito Palomino Dena (Cumbres II) 
1,Aguascalientes ,20172,1,Aguascalientes ,21,Fraccionamiento ,1170,Claustros Loma Dorada 
1,Aguascalientes ,20172,1,Aguascalientes ,21,Fraccionamiento ,359,La Florida l 
1,Aguascalientes ,20172,1,Aguascalientes ,21,Fraccionamiento ,360,La Florida ll 
1,Aguascalientes ,20172,1,Aguascalientes ,21,Fraccionamiento ,145,Lic Benito Palomino Dena 
1,Aguascalientes ,20174,1,Aguascalientes ,9,Colonia ,1188,Los Pericos 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,982,Colinas de Oriente 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,88,Lomas de Bellavista 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,421,Lomas de las Fuentes 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1059,Los Laureles 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1060,Los Laureles 2a Sección 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1156,Los Laureles 3ra. Sección 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1072,Mirador de las Culturas 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1155,Mirador de Las Culturas III 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1073,Mirador de las Culturas 2a Sección 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1419,Miradores de Santa Elena 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1357,Paseos del Sol 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1169,Villas de la Loma 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1421,Villas de las Fuentes 
1,Aguascalientes ,20174,1,Aguascalientes ,21,Fraccionamiento ,1027,Vista de las Cumbres 
1,Aguascalientes ,20174,1,Aguascalientes ,29,Ranchería ,1116,El Rocío 
1,Aguascalientes ,20174,1,Aguascalientes ,0,,1430,Villas de las Fuentes 
1,Aguascalientes ,20175,1,Aguascalientes ,9,Colonia ,148,J Refugio Esparza Reyes 
1,Aguascalientes ,20175,1,Aguascalientes ,10,Condominio ,34,La Hojarasca 
1,Aguascalientes ,20175,1,Aguascalientes ,21,Fraccionamiento ,147,Ejido las Cumbres 
1,Aguascalientes ,20175,1,Aguascalientes ,21,Fraccionamiento ,1054,Lomas de Oriente 
1,Aguascalientes ,20175,1,Aguascalientes ,21,Fraccionamiento ,1153,Lomas de Oriente 2da. Sección 
1,Aguascalientes ,20175,1,Aguascalientes ,21,Fraccionamiento ,1154,Lomas de Oriente 3ra. Sección 
1,Aguascalientes ,20175,1,Aguascalientes ,21,Fraccionamiento ,374,Rinconadas las Cumbres 
1,Aguascalientes ,20177,1,Aguascalientes ,21,Fraccionamiento ,149,C.N.O.P. Oriente 
1,Aguascalientes ,20179,1,Aguascalientes ,9,Colonia ,156,Progreso 
1,Aguascalientes ,20179,1,Aguascalientes ,21,Fraccionamiento ,1042,Cerro Alto 
1,Aguascalientes ,20179,1,Aguascalientes ,21,Fraccionamiento ,151,Las Cumbres 
1,Aguascalientes ,20179,1,Aguascalientes ,21,Fraccionamiento ,153,Luis Ortega Douglas 
1,Aguascalientes ,20179,1,Aguascalientes ,21,Fraccionamiento ,154,Pensadores Mexicanos 
1,Aguascalientes ,20179,1,Aguascalientes ,21,Fraccionamiento ,155,Pintores Mexicanos 
1,Aguascalientes ,20179,1,Aguascalientes ,21,Fraccionamiento ,1436,Santa Margarita 
1,Aguascalientes ,20179,1,Aguascalientes ,21,Fraccionamiento ,361,Santa Regina 
1,Aguascalientes ,20180,1,Aguascalientes ,9,Colonia ,157,Del Trabajo 
1,Aguascalientes ,20180,1,Aguascalientes ,9,Colonia ,158,Ferronales 
1,Aguascalientes ,20180,1,Aguascalientes ,9,Colonia ,160,Lomas de Santa Anita 
1,Aguascalientes ,20180,1,Aguascalientes ,10,Condominio ,1175,Bosques de La Alameda 
1,Aguascalientes ,20180,1,Aguascalientes ,21,Fraccionamiento ,377,Alameda 
1,Aguascalientes ,20180,1,Aguascalientes ,21,Fraccionamiento ,159,Luis Gómez Zepeda (ferronales) 
1,Aguascalientes ,20180,1,Aguascalientes ,21,Fraccionamiento ,1425,Nueva Alameda 
1,Aguascalientes ,20190,1,Aguascalientes ,9,Colonia ,162,Héroes 
1,Aguascalientes ,20190,1,Aguascalientes ,10,Condominio ,163,La Hacienda 
1,Aguascalientes ,20190,1,Aguascalientes ,10,Condominio ,164,La Mancha 
1,Aguascalientes ,20196,1,Aguascalientes ,9,Colonia ,1293,Comunidad el Rocío 
1,Aguascalientes ,20196,1,Aguascalientes ,9,Colonia ,449,El Polvorín (Mirador TV Azteca) 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,389,Ambrosía 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1134,Balcones de Oriente 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1398,Balcones del Valle 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,368,Camino Real 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1081,Colinas de San Patricio 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,980,Haciendas de Aguascalientes 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,977,José Guadalupe Peralta Gámez 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1424,José Guadalupe Peralta Gámez II 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1288,José Guadalupe Posada 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,448,Molino del Rey 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,166,Ojocaliente I 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,479,Ojocaliente II 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,478,Ojocaliente III 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,167,Ojocaliente INEGI II 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,168,Ojocaliente 3a Sección 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1397,Paseo de los Cactus 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1063,Real de Haciendas 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1441,Real del Sol 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,372,Ribera del Sol 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,281,Sol Naciente 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,170,Solidaridad 1a Sección 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1168,Terra Nova 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1070,Valle de los Cactus 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1340,Valle del Bicentenario 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,344,Villa de las Norias 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1023,Villerías 
1,Aguascalientes ,20196,1,Aguascalientes ,21,Fraccionamiento ,1034,Vistas de Oriente 
1,Aguascalientes ,20196,1,Aguascalientes ,31,Unidad habitacional ,169,Ojocaliente INEGI 
1,Aguascalientes ,20198,1,Aguascalientes ,9,Colonia ,172,Ex Hacienda Ojocaliente 
1,Aguascalientes ,20198,1,Aguascalientes ,10,Condominio ,1061,Misión Alameda 
1,Aguascalientes ,20198,1,Aguascalientes ,21,Fraccionamiento ,173,Ejido Ojocaliente 
1,Aguascalientes ,20199,1,Aguascalientes ,9,Colonia ,174,El Riego 
1,Aguascalientes ,20199,1,Aguascalientes ,10,Condominio ,1174,Rinconada Alameda 
1,Aguascalientes ,20199,1,Aguascalientes ,21,Fraccionamiento ,176,Municipio Libre 
1,Aguascalientes ,20199,1,Aguascalientes ,21,Fraccionamiento ,1014,Ojo Caliente IV 
